model code|model description|price category|price|brand|body style|pricfrom|priceto|model year|incl_tax|active|deleted|mm code
AX15N6|TIGUAN 1.4 TSI 110KW R-LINE DS|TIGUAN FL|             669739.13|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064078120
AX15N6_E03|Tiguan 1.4 TSI 110kW R-Line DSG|TIGUAN FL|             669739.13|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064078120
AX15WT|TIGUAN 2.0 TSI 162KW R-LINE DS|TIGUAN FL|             738173.91|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078296
AX15WT_E08|Tiguan 2.0 TSI 162kW 4M R-Line DSG|TIGUAN FL|             738173.91|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078296
AX15WT_E14||TIGUAN FL|             738173.91|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078296
AX15WT|TIGUAN 2.0 TSI 162KW R-LINE DS|TIGUAN FL|             738173.91|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064078296
AX15WT_E04|Tiguan 2.0 TSI 162kW 4M R-Line DSG|TIGUAN FL|             738173.91|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064078296
AX1RTT|TIGUAN R 2.0 TSI 235KW 4M R DS|TIGUAN FL|             940956.52|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078300
AX1RTT_E07|Tiguan 2.0 TSI 235kW 4M R DSG|TIGUAN FL|             940956.52|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078300
AX1RTT|TIGUAN R 2.0 TSI 235KW 4M R DS|TIGUAN FL|             940956.52|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064078300
AX1RTT_E05|Tiguan 2.0 TSI 235kW 4M R DSG|TIGUAN FL|             940956.52|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064078300
BJ22N6|TIGUAN AS 1.4 TSI 110KW|TIGUAN ALLSPACE FL|             580521.74|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078711
BJ22N6_E13|Tiguan Allspace 1.4 TSI 110kW Allspace DSG|TIGUAN ALLSPACE FL|             580521.74|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078711
BJ22N6_E18||TIGUAN ALLSPACE FL|             580521.74|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078711
BJ22N6|TIGUAN AS 1.4 TSI 110KW|TIGUAN ALLSPACE FL|             580521.74|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064078711
BJ22N6_E01|Tiguan Allspace 1.4 TSI 110kW Allspace DSG|TIGUAN ALLSPACE FL|             580521.74|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064078711
BJ23L0|TIGUAN AS 2.0 TSI 132KW STYLE|TIGUAN ALLSPACE FL|             714521.74|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078801
BJ23L0_E12|Tiguan Allspace 2.0 TSI 132kW 4M Style DSG|TIGUAN ALLSPACE FL|             714521.74|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078801
BJ23L0_E20||TIGUAN ALLSPACE FL|             714521.74|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078801
BJ23L0|TIGUAN AS 2.0 TSI 132KW STYLE|TIGUAN ALLSPACE FL|             714521.74|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064078801
BJ23L0_E03|Tiguan Allspace 2.0 TSI 132kW 4M Style DSG|TIGUAN ALLSPACE FL|             714521.74|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064078801
BJ23N6|TIGUAN AS 1.4 TSI 110KW LIFE|TIGUAN ALLSPACE FL|             657565.22|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078721
BJ23N6_E15|Tiguan Allspace 1.4 TSI 110kW Life DSG|TIGUAN ALLSPACE FL|             657565.22|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078721
BJ23N6_E19||TIGUAN ALLSPACE FL|             657565.22|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078721
BJ23N6|TIGUAN AS 1.4 TSI 110KW LIFE|TIGUAN ALLSPACE FL|             657565.22|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064078721
BJ23N6_E02|Tiguan Allspace 1.4 TSI 110kW Life DSG|TIGUAN ALLSPACE FL|             657565.22|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064078721
BJ25N6|TIGUAN AS 1.4 TSI 110KW R-LINE|TIGUAN ALLSPACE FL|             707826.09|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078730
BJ25N6_E14|Tiguan Allspace 1.4 110kW R-Line DSG|TIGUAN ALLSPACE FL|             707826.09|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078730
BJ25N6_E17||TIGUAN ALLSPACE FL|             707826.09|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078730
BJ25N6|TIGUAN AS 1.4 TSI 110KW R-LINE|TIGUAN ALLSPACE FL|             707826.09|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064078730
BJ25N6_E04|Tiguan Allspace 1.4 TSI 110kW R-Line DSG|TIGUAN ALLSPACE FL|             707826.09|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064078730
BJ25TT|TIGUAN AS 2.0 TSI 162KW 4M R-L|TIGUAN ALLSPACE FL|             773478.26|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078840
BJ25TT_E14|Tiguan Allspace 2.0 TSI 162kW 4M R-Line DSG|TIGUAN ALLSPACE FL|             773478.26|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078840
BJ25TT_E17||TIGUAN ALLSPACE FL|             773478.26|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064078840
BJ25TT|TIGUAN AS 2.0 TSI 162KW 4M R-L|TIGUAN ALLSPACE FL|             773478.26|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064078840
BJ25TT_E04|Tiguan Allspace 2.0 TSI 162kW 4M R-Line DSG|TIGUAN ALLSPACE FL|             773478.26|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064078840
C112JV|T-CROSS 1.0 TSI 70KW T/L|T-CROSS|             322956.52|V|Hatch Back|20230613|99991231|2023|N|Y|N|0064030150
C112JV_E04|T-Cross 1.0 TSI 70 kW Trendline|T-CROSS|             322956.52|V|Hatch Back|20230613|99991231|2023|N|Y|N|0064030150
C113JV|T-CROSS 1.0 TSI 70KW C/L|T-CROSS|             349217.39|V|Hatch Back|20240402|99991231|2023|N|Y|N|0064030160
C113JV_E01|T-Cross 1.0 TSI 70kW Comfortline|T-CROSS|             349217.39|V|Hatch Back|20240402|99991231|2023|N|Y|N|0064030160
C113JV_E02||T-CROSS|             349217.39|V|Hatch Back|20240402|99991231|2023|N|Y|N|0064030160
C113KZ|T-CROSS 1.0 TSI 85KW C/L DSG|T-CROSS|             399043.48|V|Hatch Back|20240402|99991231|2023|N|Y|N|0064030170
C113KZ_E01|T-Cross 1.0 TSI 85kW Comfortline DSG|T-CROSS|             399043.48|V|Hatch Back|20240402|99991231|2023|N|Y|N|0064030170
C113KZ_E02||T-CROSS|             399043.48|V|Hatch Back|20240402|99991231|2023|N|Y|N|0064030170
C114KZ|T-CROSS 1.0 TSI 85KW H/L DSG|T-CROSS|             434782.61|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064030190
C114KZ_E02|T-Cross 1.0 TSI 85kW Highline DSG|T-CROSS|             434782.61|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064030190
C114KZ_E03|T-Cross 1.0 TSI 85kW Highline DSG|T-CROSS|             434782.61|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064030190
C114NZ|T-CROSS 1.5 TSI 110KW R-LINE|T-CROSS|             474086.96|V|Hatch Back|20240402|99991231|2023|N|Y|N|0064030350
C114NZ_E01||T-CROSS|             474086.96|V|Hatch Back|20240402|99991231|2023|N|Y|N|0064030350
C114NZ_E03|T-Cross 1.5 TSI 110kW R-Line DSG|T-CROSS|             474086.96|V|Hatch Back|20240402|99991231|2023|N|Y|N|0064030350
CD19WZ|GOLF 8 GTI 2.0 TSI 180KW DSG|GOLF 8|             699130.43|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064045924
CD19WZ_E01|Golf 2.0 TSI 180kW GTI DSG|GOLF 8|             699130.43|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064045924
CD19WZ_E03|Golf 2.0 TSI 180 kW GTI Jacara Edition|GOLF 8|              684608.7|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064045924
CD19WZ|GOLF 8 GTI 2.0 TSI 180KW DSG|GOLF 8|             699130.43|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064045924
CD19WZ_E07||GOLF 8|             699130.43|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064045924
CD19WZ_E18|Golf 2.0 TSI 180kW GTI DSG|GOLF 8|             699130.43|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064045924
CD19WZ_E19|Golf 2.0 TSI 180kW GTI Jacara Edition DSG|GOLF 8|              684608.7|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064045924
CD1RMT|GOLF R 2.0 TSI 235KW DSG|GOLF 8|             832869.57|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064045944
CD1RMT_E02|Golf 2.0 TSI 235kW 4M R DSG|GOLF 8|             832869.57|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064045944
CD1RMT|GOLF R 2.0 TSI 235KW DSG|GOLF 8|             832869.57|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064045944
CD1RMT_E08||GOLF 8|             832869.57|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064045944
CD1RMT_E16|Golf 2.0 TSI 235kW 4M R DSG|GOLF 8|             832869.57|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064045944
CR73P3|TOUAREG 3.0 TDI 190KW 4M LUXUR|TOUAREG|            1256347.83|V|STATION WAGON|20240402|99991231|2023|N|Y|N|0064092157
CR73P3_E01|Touareg 3.0 TDI 190kW 4M Luxury Tiptronic|TOUAREG|            1256347.83|V|STATION WAGON|20240402|99991231|2023|N|Y|N|0064092157
CR73P3_E04||TOUAREG|            1256347.83|V|STATION WAGON|20240402|99991231|2023|N|Y|N|0064092157
CR75P3|TOUAREG 3.0 TDI 190KW 4M EXEC|TOUAREG|            1530521.74|V|Station wagon|20240402|99991231|2023|N|Y|N|0064092175
CR75P3_E02|Touareg 3.0 TDI 190kW 4M Executive Tiptronic|TOUAREG|            1530521.74|V|Station wagon|20240402|99991231|2023|N|Y|N|0064092175
CR75P3_E05||TOUAREG|            1530521.74|V|Station wagon|20240402|99991231|2023|N|Y|N|0064092175
CS13LZ|TAIGO 1.0 TSI 85KW LIFE DSG|TAIGO|             419652.17|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064032120
CS13LZ_E04||TAIGO|             419652.17|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064032120
CS13LZ_E10|Taigo 1.0 TSI 85kW Life DSG|TAIGO|             419652.17|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064032120
CS13LZ|TAIGO 1.0 TSI 85KW LIFE DSG|TAIGO|             419652.17|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064032120
CS13LZ_E01|Taigo 1.0 TSI 85kW Life DSG|TAIGO|             419652.17|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064032120
CS14LZ|TAIGO 1.0 TSI 85KW STYLE DSG|TAIGO|             453043.48|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064032140
CS14LZ_E06||TAIGO|             453043.48|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064032140
CS14LZ_E11|Taigo 1.0 TSI 85kW Style DSG|TAIGO|             453043.48|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064032140
CS14LZ|TAIGO 1.0 TSI 85KW STYLE DSG|TAIGO|             453043.48|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064032140
CS14LZ_E02|Taigo 1.0 TSI 85kW Style DSG|TAIGO|             453043.48|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064032140
CS15LZ|TAIGO 1.0 TSI 85KW R-LINE DSG|TAIGO|             474521.74|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064032160
CS15LZ_E05||TAIGO|             474521.74|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064032160
CS15LZ_E09|Taigo 1.0 TSI 85kW R-Line DSG|TAIGO|             474521.74|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064032160
CS15LZ|TAIGO 1.0 TSI 85KW R-LINE DSG|TAIGO|             474521.74|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064032160
CS15LZ_E03|Taigo 1.0 TSI 85kW R-Line DSG|TAIGO|             474521.74|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064032160
D114NS|T-ROC 1.4 TSI 110KW DESIGN 2WD|T-ROC FL|             529565.22|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064077201
D114NS_E03|T-Roc 1.4 TSI 110kW Design Tiptronic|T-ROC FL|             529565.22|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064077201
D114NS_E09||T-ROC FL|             529565.22|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064077201
D114NS|T-ROC 1.4 TSI 110KW DESIGN 2WD|T-ROC FL|             529565.22|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064077201
D114NS_E01|T-Roc 1.4 TSI 110kW Design Tiptronic|T-ROC FL|             529565.22|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064077201
D114RT|T-ROC 2.0 TSI 140KW DESIGN 4M|T-ROC FL|             589478.26|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064077301
D114RT_E03|T-Roc 2.0 TSI 140kW 4M Design DSG|T-ROC FL|             589478.26|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064077301
D114RT_E09||T-ROC FL|             589478.26|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064077301
D114RT|T-ROC 2.0 TSI 140KW DESIGN 4M|T-ROC FL|             589478.26|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064077301
D114RT_E01|T-Roc 2.0 TSI 140kW 4M Design DSG|T-ROC FL|             589478.26|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064077301
D115RT|T-ROC 2.0 TSI 140KW R-LINE 4M|T-ROC FL|             620608.70|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064077331
D115RT_E04|T-Roc 2.0 TSI 140kW 4M R-Line DSG|T-ROC FL|              620608.7|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064077331
D115RT_E10||T-ROC FL|              620608.7|V|HATCH BACK|20240402|99991231|2024|N|Y|N|0064077331
D115RT|T-ROC 2.0 TSI 140KW R-LINE 4M|T-ROC FL|             620608.70|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064077331
D115RT_E02|T-Roc 2.0 TSI 140kW 4M R-Line DSG|T-ROC FL|              620608.7|V|HATCH BACK|20240402|99991231|2023|N|Y|N|0064077331
D223SV|Polo Sedan 1.6 MPI 81kW Polo Sedan Manual|POLO SEDAN NM|             313478.26|V|SEDAN WITH CLOSED TO|20240402|99991231|2023|N|Y|N|0064028850
D223SV|Polo Sedan 1.6 MPI 81kW Polo Sedan Manual|POLO SEDAN NM|             313478.26|V|SEDAN WITH CLOSED TO|20240402|99991231|2024|N|Y|N|0064028850
D223SY|Polo Sedan 1.6 MPI 81kW Polo Sedan Tiptronic|POLO SEDAN NM|             332956.52|V|SEDAN WITH CLOSED TO|20240402|99991231|2024|N|Y|N|0064028855
D224NY|Polo Sedan 1.0 TSI 85kW Life Tiptronic|POLO SEDAN NM|             366173.91|V|SEDAN WITH CLOSED TO|20240503|99991231|2024|N|Y|N|0000000000
D224SV|Polo Sedan 1.6 MPI 81kW Life Manual|POLO SEDAN NM|             340695.65|V|SEDAN WITH CLOSED TO|20240402|99991231|2023|N|Y|N|0064028860
D224SV|Polo Sedan 1.6 MPI 81kW Life Manual|POLO SEDAN NM|             340695.65|V|SEDAN WITH CLOSED TO|20240402|99991231|2024|N|Y|N|0064028860
D224SY|Polo Sedan 1.6 MPI 81kW Life Tiptronic|POLO SEDAN NM|             360347.83|V|SEDAN WITH CLOSED TO|20240402|99991231|2023|N|Y|N|0064028870
D224SY|POLO SEDAN 1.6 MPI 81KW LIFE T|POLO SEDAN NM|             354956.52|V|SEDAN WITH CLOSED TO|20231201|99991231|2024|N|Y|N|0064028870
D225NY|POLO SEDAN 1.0 TSI 85KW STYLE|POLO SEDAN NM|             395565.22|V|SEDAN WITH CLOSED TO|20240503|99991231|2024|N|Y|N|0000000000
F3BACX|Audi Q3 35 TFSI 110kW S tronic|AUDI Q3|             625826.09|A|STATION WAGON|20240402|99991231|2023|N|Y|N|0004035111
F3BACX|Audi Q3 35 TFSI 110kW S tronic|AUDI Q3|             634000.00|A|STATION WAGON|20240402|99991231|2024|N|Y|N|0004035111
F3BB6Y|Audi Q3 40 TFSI 132kW quattro Advanced S tronic|AUDI Q3|             677391.30|A|Station wagon|20230725|99991231|2024|N|Y|N|0004035225
F3BB6Y|Audi Q3 40 TFSI 132kW quattro Advanced S tronic|AUDI Q3|             686782.61|A|Station wagon|20240402|99991231|2023|N|Y|N|0004035225
F3BBCX|Audi Q3 35 TFSI 110kW Advanced S tronic|AUDI Q3|             643217.39|A|STATION WAGON|20240402|99991231|2023|N|Y|N|0004035115
F3BBCX|Audi Q3 35 TFSI 110kW Advanced S tronic|AUDI Q3|             651391.30|A|STATION WAGON|20240402|99991231|2024|N|Y|N|0004035115
F3BC6Y|Audi Q3 40 TFSI 132kW quattro S line S tronic|AUDI Q3|             698956.52|A|Station wagon|20240402|99991231|2023|N|Y|N|0004035230
F3BC6Y|Audi Q3 40 TFSI 132kW quattro S line S tronic|AUDI Q3|             707826.09|A|Station wagon|20240402|99991231|2024|N|Y|N|0004035230
F3BCCX|Audi Q3 35 TFSI 110kW S line S tronic|AUDI Q3|             655391.30|A|Station wagon|20240402|99991231|2023|N|Y|N|0004035118
F3BCCX|Audi Q3 35 TFSI 110kW S line S tronic|AUDI Q3|             663565.22|A|Station wagon|20240402|99991231|2024|N|Y|N|0004035118
F3BCCX_E14|Audi Q3 35 TFSI 110kW Black Edition|AUDI Q3|             754826.09|A|Station wagon|20240402|99991231|2024|N|Y|N|0004035118
F3BCCX_E15||AUDI Q3|             754826.09|A|Station wagon|20240402|99991231|2024|N|Y|N|0004035118
F3BRWY|Audi RS Q3 294kW quattro S tronic|AUDI RSQ3|            1124260.87|A|STATION WAGON|20240402|99991231|2023|N|Y|N|0004035502
F3BRWY|Audi RS Q3 294kW quattro S tronic|AUDI RSQ3|            1138695.65|A|STATION WAGON|20240402|99991231|2024|N|Y|N|0004035502
F3NACX|Audi Q3 Sportback 35 TFSI 110kW S tronic|AUDI Q3 SPORTBACK|             648086.96|A|HATCH BACK|20240402|99991231|2023|N|Y|N|0004035635
F3NACX|Audi Q3 Sportback 35 TFSI 110kW S tronic|AUDI Q3 SPORTBACK|             656260.87|A|HATCH BACK|20240402|99991231|2024|N|Y|N|0004035635
F3NC6Y|Audi Q3 Sportback 40 TFSI 132kW quattro S line S tronic|AUDI Q3 SPORTBACK|             730086.96|A|Hatch Back|20240402|99991231|2024|N|Y|N|0004035730
F3NC6Y|Audi Q3 Sportback 40 TFSI 132kW quattro S line S tronic|AUDI Q3 SPORTBACK|             721217.39|A|Hatch Back|20240402|99991231|2023|N|Y|N|0004035730
F3NCCX|Audi Q3 Sportback 35 TFSI 110kW S line S tronic|AUDI Q3 SPORTBACK|             677652.17|A|Hatch Back|20240402|99991231|2023|N|Y|N|0004035650
F3NCCX|Audi Q3 Sportback 35 TFSI 110kW S line S tronic|AUDI Q3 SPORTBACK|             685826.09|A|Hatch Back|20240402|99991231|2024|N|Y|N|0004035650
F3NCCX_E14||AUDI Q3 SPORTBACK|             777086.96|A|Hatch Back|20240402|99991231|2024|N|Y|N|0004035650
F3NCCX_E15|Audi Q3 Sportback 35 TFSI 110kW Black Edition|AUDI Q3 SPORTBACK|             777086.96|A|Hatch Back|20240402|99991231|2024|N|Y|N|0004035650
F3NRWY|Audi RS Q3 Sportback 294kW quattro S tronic|AUDI RSQ3 SPORTBACK|            1172869.57|A|HATCH BACK|20240402|99991231|2024|N|Y|N|0004035800
F3NRWY|Audi RS Q3 Sportback 294kW quattro S tronic|AUDI RSQ3 SPORTBACK|            1158000.00|A|HATCH BACK|20240402|99991231|2023|N|Y|N|0004035800
F5ES4A|Audi S5 Cabriolet TFSI 260 kW quattro tiptronic|AUDI A5 CABRIOLET|            1123304.35|A|Coupe with open|20240402|99991231|2023|N|Y|N|0004084653
F5ES4A|Audi S5 Cabriolet TFSI 260 kW quattro tiptronic|AUDI A5 CABRIOLET|            1135739.13|A|Coupe with open|20240402|99991231|2024|N|Y|N|0004084653
F5FADG|Audi A5 Sportback 40 TFSI 140kW S tronic|AUDI A5 SPORTBACK|             752086.96|A|HATCH BACK|20240402|99991231|2023|N|Y|N|0004084224
F5FADG|Audi A5 Sportback 40 TFSI 140kW S tronic|AUDI A5 SPORTBACK|             760956.52|A|HATCH BACK|20240402|99991231|2024|N|Y|N|0004084224
F5FCDG|Audi A5 Sportback 40 TFSI 140kW S line S tronic|AUDI A5 SPORTBACK|             800086.96|A|Hatch Back|20240402|99991231|2024|N|Y|N|0004084228
F5FCDG|Audi A5 Sportback 40 TFSI 140kW S line S tronic|AUDI A5 SPORTBACK|             791217.39|A|Hatch Back|20240402|99991231|2023|N|Y|N|0004084228
F5FCFY|Audi A5 Sportback 40 TDI 140kW quattro S line S tronic|AUDI A5 SPORTBACK|             835478.26|A|Hatch Back|20240402|99991231|2023|N|Y|N|0004084245
F5FCFY|Audi A5 Sportback 40 TDI 140kW quattro S line S tronic|AUDI A5 SPORTBACK|             845391.30|A|Hatch Back|20240402|99991231|2024|N|Y|N|0004084245
F5FRXA|Audi RS 5 Sportback 331kW quattro tiptronic|AUDI RS5 SPORTBACK|            1433043.48|A|Hatch Back|20240402|99991231|2024|N|Y|N|0004084386
F5FRXA|Audi RS 5 Sportback 331kW quattro tiptronic|AUDI RS5 SPORTBACK|            1433043.48|A|Hatch Back|20240402|99991231|2023|N|Y|N|0004084386
F5FS4A|Audi S5 Sportback TFSI 260kW quattro tiptronic|AUDI A5 SPORTBACK|            1049391.30|A|Hatch Back|20240402|99991231|2023|N|Y|N|0004084373
F5FS4A|Audi S5 Sportback TFSI 260kW quattro tiptronic|AUDI A5 SPORTBACK|            1061826.09|A|Hatch Back|20240402|99991231|2024|N|Y|N|0004084373
F5PADG|Audi A5 Coupé 40 TFSI 140 kW S tronic|AUDI A5 COUPE|             739043.48|A|Coupe with clos|20240402|99991231|2023|N|Y|N|0004084204
F5PADG|Audi A5 Coupé 40 TFSI 140 kW S tronic|AUDI A5 COUPE|             747913.04|A|Coupe with clos|20240402|99991231|2024|N|Y|N|0004084204
F5PCDG|Audi A5 Coupé 40 TFSI 140kW S line S tronic|AUDI A5 COUPE|             778173.91|A|Coupe with clos|20240402|99991231|2023|N|Y|N|0004084207
